occupation,soc_code,emp_2024,emp_2034,emp_change_num,emp_change_pct,median_wage_2024,education_required,annual_openings,automation_prob,occupation_fo,risk_tier,soc_major,occupation_group,education_level,wage_norm,edu_norm,adaptive_capacity_score,vulnerable,growth_direction,genai_exposure_2025,genai_exposure_2023,cluster,cluster_label,pca_1,pca_2
      Roofers,47-2181,166.7,176.5,9.8,5.9,50970.0,No formal educational credential,12.7,0.9,Roofers,High,47,Construction & Extraction,0.0,0.1059356546528202,0.0,0.0529678273264101,True,Growing,0.13,0.11,1.0,Low Exposure / Stable,-1.5687859935919433,-0.5519659719210962
      Sheet metal workers,47-2211,127.0,130.1,3.1,2.4,60850.0,High school diploma or equivalent,10.6,0.82,Sheet metal workers,High,47,Construction & Extraction,1.0,0.1562309102015882,0.1666666666666666,0.1614487884341274,False,Growing,0.21,0.21,1.0,Low Exposure / Stable,-0.7124873997097486,-0.3252028174942319
      Structural iron and steel workers,47-2221,65.7,68.6,2.9,4.4,62700.0,High school diploma or equivalent,5.5,0.83,Structural iron and steel workers,High,47,Construction & Extraction,1.0,0.1656485440847077,0.1666666666666666,0.1661576053756872,False,Growing,0.11,0.12,1.0,Low Exposure / Stable,-1.011053382239928,-0.9679539558124021
"      Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,16.1,14.4,-1.7,-10.5,46480.0,No formal educational credential,1.4,0.83,"Helpers–brickmasons, blockmasons, stonemasons, and tile and marble setters",High,47,Construction & Extraction,0.0,0.0830788026878436,0.0,0.0415394013439218,True,Declining,0.09,0.1,1.0,Low Exposure / Stable,-1.7952440045559521,-0.7202623019513051
      Helpers--carpenters,47-3012,25.2,26.4,1.1,4.5,41600.0,No formal educational credential,2.7,0.92,Helpers–carpenters,High,47,Construction & Extraction,0.0,0.0582366116880472,0.0,0.0291183058440236,True,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.8951128947290792,-0.6374010913490777
      Helpers--electricians,47-3013,66.6,66.7,0.1,0.2,39890.0,High school diploma or equivalent,6.8,0.74,Helpers–electricians,High,47,Construction & Extraction,1.0,0.0495316636122989,0.1666666666666666,0.1080991651394827,True,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.5451438070683159,-0.7029134331154568
"      Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,7.4,7.6,0.2,2.3,38140.0,No formal educational credential,0.8,0.94,"Helpers–painters, paperhangers, plasterers, and stucco masons",High,47,Construction & Extraction,0.0,0.0406230910201588,0.0,0.0203115455100794,True,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.965921575056747,-0.5786511346515969
"      Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,45.3,47.5,2.2,4.9,39270.0,High school diploma or equivalent,4.9,0.57,"Helpers–pipelayers, plumbers, pipefitters, and steamfitters",Medium,47,Construction & Extraction,1.0,0.0463754836082264,0.1666666666666666,0.1065210751374465,False,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.5578320677050657,-0.6923859842274689
      Helpers--roofers,47-3016,5.2,5.5,0.3,5.7,40590.0,No formal educational credential,0.6,0.72,Helpers–roofers,High,47,Construction & Extraction,0.0,0.0530950926491549,0.0,0.0265475463245774,True,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.9157824806050747,-0.6202515375154201
      Construction and building inspectors,47-4011,147.6,146.5,-1.2,-0.8,72120.0,High school diploma or equivalent,14.8,0.63,Construction and building inspectors,Medium,47,Construction & Extraction,1.0,0.2136021176949704,0.1666666666666666,0.1901343921808185,False,Declining,0.28,0.31,1.0,Low Exposure / Stable,-0.24634928467933231,-0.08862765821597694
      Elevator and escalator installers and repairers,47-4021,24.2,25.4,1.2,5.0,106580.0,High school diploma or equivalent,2.0,0.39,Elevator installers and repairers,Medium,47,Construction & Extraction,1.0,0.3890246385664834,0.1666666666666666,0.277845652616575,False,Growing,0.17,0.14,1.0,Low Exposure / Stable,0.08880370090297074,-1.3462225074514604
      Fence erectors,47-4031,26.4,27.6,1.2,4.6,46940.0,No formal educational credential,2.3,0.92,Fence erectors,High,47,Construction & Extraction,0.0,0.085420484626349,0.0,0.0427102423131745,True,Growing,0.09,0.08,1.0,Low Exposure / Stable,-1.7858301337609443,-0.7280729898359414
      Hazardous materials removal workers,47-4041,51.3,51.8,0.5,1.0,48490.0,High school diploma or equivalent,5.0,0.53,Hazardous materials removal workers,Medium,47,Construction & Extraction,1.0,0.0933109346365302,0.1666666666666666,0.1299888006515984,False,Growing,0.09,0.08,1.0,Low Exposure / Stable,-1.3691453530746907,-0.8489393370456114
      Highway maintenance workers,47-4051,159.1,163.9,4.8,3.0,49070.0,High school diploma or equivalent,12.3,0.87,Highway maintenance workers,High,47,Construction & Extraction,1.0,0.0962634901242109,0.1666666666666666,0.1314650783954388,False,Growing,0.09,0.1,1.0,Low Exposure / Stable,-1.3572756898983767,-0.8587875956827613
      Rail-track laying and maintenance equipment operators,47-4061,15.0,15.3,0.2,1.6,67370.0,High school diploma or equivalent,1.1,0.89,Rail-track laying and maintenance equipment operators,High,47,Construction & Extraction,1.0,0.1894217063734473,0.1666666666666666,0.178044186520057,False,Growing,0.09,0.1,1.0,Low Exposure / Stable,-0.982767351749151,-1.1695171354411136
      Septic tank servicers and sewer pipe cleaners,47-4071,30.4,32.7,2.3,7.6,49140.0,High school diploma or equivalent,2.9,0.83,Septic tank servicers and sewer pipe cleaners,High,47,Construction & Extraction,1.0,0.0966198330278965,0.1666666666666666,0.1316432498472816,False,Growing,0.1,0.12,1.0,Low Exposure / Stable,-1.3222005328350825,-0.798842319700036
"        Derrick operators, oil and gas",47-5011,11.3,11.3,0.1,0.5,62740.0,No formal educational credential,1.0,0.8,"Derrick operators, oil and gas",High,47,Construction & Extraction,0.0,0.1658521686010995,0.0,0.0829260843005497,True,Growing,0.19,0.22,1.0,Low Exposure / Stable,-1.126058021813616,-0.3850145497000069
"        Rotary drill operators, oil and gas",47-5012,13.3,13.4,0.0,0.2,65010.0,No formal educational credential,1.2,0.53,"Rotary drill operators, oil and gas",Medium,47,Construction & Extraction,0.0,0.1774078599063327,0.0,0.0887039299531663,False,Growing,0.19,0.22,1.0,Low Exposure / Stable,-1.079602615933903,-0.42355859643505955
"        Service unit operators, oil and gas",47-5013,45.2,45.4,0.2,0.4,57980.0,No formal educational credential,4.1,0.93,"Service unit operators, oil, gas, and mining",High,47,Construction & Extraction,0.0,0.1416208511504785,0.0,0.0708104255752392,True,Growing,0.19,0.22,1.0,Low Exposure / Stable,-1.2234711196054362,-0.3041909098502936
        Continuous mining machine operators,47-5041,14.9,15.0,0.1,0.6,63380.0,No formal educational credential,1.6,0.54,Continuous mining machine operators,Medium,47,Construction & Extraction,0.0,0.1691101608633679,0.0,0.0845550804316839,False,Growing,0.17,0.24,1.0,Low Exposure / Stable,-1.1802456854617123,-0.5181493115567969
"      Rock splitters, quarry",47-5051,3.2,3.4,0.1,4.4,47460.0,No formal educational credential,0.4,0.96,"Rock splitters, quarry",High,47,Construction & Extraction,0.0,0.088067603339442,0.0,0.044033801669721,True,Growing,0.17,0.24,1.0,Low Exposure / Stable,-1.5060474747150279,-0.24783159172330121
"      Roustabouts, oil and gas",47-5071,46.0,47.1,1.1,2.5,47510.0,No formal educational credential,4.3,0.68,"Roustabouts, oil and gas",Medium,47,Construction & Extraction,0.0,0.0883221339849317,0.0,0.0441610669924658,False,Growing,0.19,0.22,1.0,Low Exposure / Stable,-1.4377390048744196,-0.1264128616934655
      Helpers--extraction workers,47-5081,7.0,6.9,-0.1,-1.7,48400.0,High school diploma or equivalent,0.7,0.37,Helpers–extraction workers,Medium,47,Construction & Extraction,1.0,0.0928527794746487,0.1666666666666666,0.1297597230706577,False,Declining,0.11,0.13,1.0,Low Exposure / Stable,-1.3037019743456069,-0.7251434411378428
"      First-line supervisors of mechanics, installers, and repairers",49-1011,617.5,636.5,19.1,3.1,78300.0,High school diploma or equivalent,52.4,0.003,"First-line supervisors of mechanics, installers, and repairers",Low,49,Installation & Repair,1.0,0.2450621054774995,0.1666666666666666,0.205864386072083,False,Growing,0.1854545454545454,0.1572727272727272,1.0,Low Exposure / Stable,-0.4379515767496275,-0.7715553999573402
"      Computer, automated teller, and office machine repairers",49-2011,79.1,78.4,-0.7,-0.9,46860.0,"Some college, no degree",7.6,0.74,"Computer, automated teller, and office machine repairers",High,49,Installation & Repair,2.0,0.0850132355935654,0.3333333333333333,0.2091732844634494,False,Declining,0.245,0.205,1.0,Low Exposure / Stable,-0.49607859212631167,0.031764753972553836
"        Radio, cellular, and tower equipment installers and repairers",49-2021,11.7,12.7,1.0,8.6,64190.0,Associate's degree,1.2,0.93,"Radio, cellular, and tower equipment installers and repairs",High,49,Installation & Repair,3.0,0.1732335573203013,0.5,0.3366167786601506,False,Growing,0.24,0.16,2.0,High Exposure / Adaptable,0.2267215809479675,-0.387609076653525
"        Telecommunications equipment installers and repairers, except line installers",49-2022,156.9,150.4,-6.6,-4.2,62630.0,Postsecondary nondegree award,13.2,0.36,"Telecommunications equipment installers and repairers, except line installers",Medium,49,Installation & Repair,,0.1652922011810222,0.1666666666666666,0.1659794339238444,False,Declining,0.24,0.16,1.0,Low Exposure / Stable,-0.5751319781977743,-0.17202520689144518
        Avionics technicians,49-2091,21.4,23.1,1.7,8.2,81390.0,Postsecondary nondegree award,1.8,0.7,Avionics technicians,High,49,Installation & Repair,,0.260792099368764,0.1666666666666666,0.2137293830177153,False,Growing,0.25,0.25,1.0,Low Exposure / Stable,-0.15756715774600852,-0.4294315756127422
"        Electric motor, power tool, and related repairers",49-2092,17.1,17.7,0.6,3.4,53990.0,High school diploma or equivalent,1.7,0.76,"Electric motor, power tool, and related repairers",High,49,Installation & Repair,1.0,0.1213093056403991,0.1666666666666666,0.1439879861535329,False,Growing,0.17,0.14,1.0,Low Exposure / Stable,-0.9874473102045584,-0.4532571251622937
"        Electrical and electronics installers and repairers, transportation equipment",49-2093,7.0,7.4,0.4,6.1,82730.0,Postsecondary nondegree award,0.6,0.91,"Electrical and electronics installers and repairers, transportation equipment",High,49,Installation & Repair,,0.2676135206678884,0.1666666666666666,0.2171400936672775,False,Growing,0.22,0.1833333333333333,1.0,Low Exposure / Stable,-0.23107197734401638,-0.6355860257808875
"        Electrical and electronics repairers, commercial and industrial equipment",49-2094,61.1,60.7,-0.5,-0.8,71300.0,Postsecondary nondegree award,4.7,0.41,"Electrical and electronics repairers, commercial and industrial equipment",Medium,49,Installation & Repair,,0.2094278151089391,0.1666666666666666,0.1880472408878029,False,Declining,0.21,0.195,1.0,Low Exposure / Stable,-0.4986288131709829,-0.5026412705256411
"        Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,23.4,24.7,1.3,5.5,100940.0,Postsecondary nondegree award,2.0,0.38,"Electrical and electronics repairers, powerhouse, substation, and relay",Medium,49,Installation & Repair,,0.3603135817552433,0.1666666666666666,0.2634901242109549,False,Growing,0.21,0.195,1.0,Low Exposure / Stable,0.10795190501169755,-1.0059212463965461
"        Electronic equipment installers and repairers, motor vehicles",49-2096,10.3,8.9,-1.4,-13.6,47940.0,High school diploma or equivalent,0.6,0.61,"Electronic equipment installers and repairers, motor vehicles",Medium,49,Installation & Repair,1.0,0.0905110975361433,0.1666666666666666,0.128588882101405,False,Declining,0.21,0.195,1.0,Low Exposure / Stable,-0.9766897300652952,-0.10599416403629051
        Audiovisual equipment installers and repairers,49-2097,24.6,26.3,1.6,6.6,50620.0,Postsecondary nondegree award,2.6,0.65,Electronic home entertainment equipment installers and repairers,Medium,49,Installation & Repair,,0.1041539401343921,0.1666666666666666,0.1354103034005294,False,Growing,0.24,0.16,1.0,Low Exposure / Stable,-0.8209158656935234,0.031901665922643194
        Security and fire alarm systems installers,49-2098,85.9,94.9,8.9,10.4,59300.0,High school diploma or equivalent,9.4,0.82,Security and fire alarm systems installers,High,49,Installation & Repair,1.0,0.148340460191407,0.1666666666666666,0.1575035634290368,False,Growing,0.17,0.14,1.0,Low Exposure / Stable,-0.8787784973317505,-0.5434196309610286
      Aircraft mechanics and service technicians,49-3011,139.4,145.0,5.6,4.0,78680.0,Postsecondary nondegree award,11.3,0.71,Aircraft mechanics and service technicians,High,49,Installation & Repair,,0.2469965383832213,0.1666666666666666,0.206831602524944,False,Growing,0.19,0.16,1.0,Low Exposure / Stable,-0.41488280473570327,-0.7502195896486221
        Automotive body and related repairers,49-3021,172.6,175.4,2.8,1.6,51680.0,High school diploma or equivalent,14.6,0.91,Automotive body and related repairers,High,49,Installation & Repair,1.0,0.1095499898187742,0.1666666666666666,0.1381083282427204,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-1.0010787020371745,-0.35290002925471187
        Automotive glass installers and repairers,49-3022,20.4,21.1,0.7,3.6,47260.0,High school diploma or equivalent,1.4,0.55,Automotive glass installers and repairers,Medium,49,Installation & Repair,1.0,0.0870494807574832,0.1666666666666666,0.1268580737120749,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-1.0915337214152938,-0.2778495065371206
        Automotive service technicians and mechanics,49-3023,805.6,839.2,33.6,4.2,49670.0,Postsecondary nondegree award,70.0,0.59,Automotive service technicians and mechanics,Medium,49,Installation & Repair,,0.0993178578700875,0.1666666666666666,0.1329922622683771,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-1.0422132244240572,-0.31877071915010563
      Bus and truck mechanics and diesel engine specialists,49-3031,319.9,327.7,7.8,2.4,60640.0,High school diploma or equivalent,26.5,0.73,Bus and truck mechanics and diesel engine specialists,High,49,Installation & Repair,1.0,0.1551618814905314,0.1666666666666666,0.160914274078599,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-0.8177128708996306,-0.5050386454424076
        Farm equipment mechanics and service technicians,49-3041,39.0,43.3,4.3,11.0,52080.0,High school diploma or equivalent,3.7,0.75,Farm equipment mechanics and service technicians,High,49,Installation & Repair,1.0,0.1115862349826919,0.1666666666666666,0.1391264508246792,False,Growing,0.17,0.19,1.0,Low Exposure / Stable,-1.026535338940352,-0.4208257906847826
"        Mobile heavy equipment mechanics, except engines",49-3042,188.7,199.6,10.9,5.8,63980.0,High school diploma or equivalent,16.5,0.4,"Mobile heavy equipment mechanics, except engines",Medium,49,Installation & Repair,1.0,0.1721645286092445,0.1666666666666666,0.1694155976379556,False,Growing,0.17,0.19,1.0,Low Exposure / Stable,-0.783002594460801,-0.6228848903090662
        Rail car repairers,49-3043,17.9,18.4,0.5,2.8,65680.0,High school diploma or equivalent,1.5,0.88,Rail car repairers,High,49,Installation & Repair,1.0,0.1808185705558949,0.1666666666666666,0.1737426186112808,False,Growing,0.17,0.19,1.0,Low Exposure / Stable,-0.7482122023922936,-0.6517504759696783
        Motorboat mechanics and service technicians,49-3051,26.2,27.8,1.6,6.0,54950.0,High school diploma or equivalent,2.6,0.66,Motorboat mechanics and service technicians,Medium,49,Installation & Repair,1.0,0.1261962940338016,0.1666666666666666,0.1464314803502341,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-0.9341583596465757,-0.40842383226071216
        Motorcycle mechanics,49-3052,14.9,15.7,0.8,5.3,47200.0,Postsecondary nondegree award,1.5,0.79,Motorcycle mechanics,High,49,Installation & Repair,,0.0867440439828955,0.1666666666666666,0.1267053553247811,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-1.0927616176059471,-0.2768307211608636
        Outdoor power equipment and other small engine mechanics,49-3053,36.9,37.8,0.9,2.5,46560.0,High school diploma or equivalent,3.5,0.93,Outdoor power equipment and other small engine mechanics,High,49,Installation & Repair,1.0,0.0834860517206271,0.1666666666666666,0.1250763591936469,True,Growing,0.175,0.14,1.0,Low Exposure / Stable,-1.1226804827266805,-0.2965306066083026
        Bicycle repairers,49-3091,13.2,12.9,-0.3,-2.3,40360.0,High school diploma or equivalent,1.6,0.94,Bicycle repairers,High,49,Installation & Repair,1.0,0.0519242516799022,0.1666666666666666,0.1092954591732844,True,Declining,0.13,0.09,1.0,Low Exposure / Stable,-1.4009548408780716,-0.4663584828760357
        Recreational vehicle service technicians,49-3092,19.5,21.7,2.2,11.5,50540.0,High school diploma or equivalent,2.8,0.59,Recreational vehicle service technicians,Medium,49,Installation & Repair,1.0,0.1037466911016086,0.1666666666666666,0.1352066788841376,False,Growing,0.18,0.14,1.0,Low Exposure / Stable,-1.0244087296595856,-0.3335431071058307
